Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL03,OUT035,3094.83211387747
FDE58,OUT046,1854.18770146928
FDI02,OUT027,1696.6054147842915
NCC55,OUT019,561.8737810992825
FDR03,OUT018,3288.82611723875
FDB14,OUT017,1093.4863688464902
FDR45,OUT013,4076.176331580373
NCN07,OUT017,2001.6121851806129
FDM51,OUT019,1852.2447357822966
FDT52,OUT027,4072.1515316109435
FDL26,OUT046,2343.674386902927
NCZ42,OUT046,3989.4638767744473
DRI47,OUT019,2569.0238421961985
FDW40,OUT013,2154.593501567164
FDN34,OUT046,2922.3483539099907
FDS01,OUT035,2911.9633364062793
NCG55,OUT045,1844.391585600515
FDC11,OUT035,877.68096425365
FDX35,OUT018,3348.1958129872146
NCB06,OUT046,2399.7446526245767
FDR09,OUT019,3903.166778875373
FDC53,OUT017,1655.894440821703
FDY45,OUT013,4392.209390483444
FDA22,OUT010,2303.9543910847533
FDE02,OUT035,1161.5969511641633
FDW21,OUT045,1817.8223142635834
FDV34,OUT046,1405.4584453870048
FDS59,OUT049,1762.1542692804032
NCW17,OUT017,2037.621757872399
NCK54,OUT046,1996.2030584668464
FDG17,OUT019,3991.24290557958
FDG35,OUT017,2813.160780831302
FDD08,OUT010,630.6107995142993
NCO07,OUT017,3433.453122071307
FDJ10,OUT010,1565.8366134014796
FDW36,OUT017,1533.6182298324893
FDW21,OUT010,1902.9132675102046
FDY19,OUT017,1773.4167257387053
DRE03,OUT013,1018.8978997391678
NCC55,OUT049,587.0487055234262
FDH52,OUT010,961.7750470518367
FDO09,OUT017,3717.421971045438
FDU43,OUT045,3665.6040524761593
FDX09,OUT010,2542.5119766684984
FDH40,OUT019,1132.5369874164717
FDW58,OUT017,1709.6290508609818
FDC47,OUT017,3153.3639151101816
NCR41,OUT035,1563.2283053995889
DRG49,OUT035,3745.324215987206
FDC52,OUT027,2801.72981368432
FDY13,OUT046,1327.6058920242212
FDY35,OUT013,1020.2266007735816
FDI35,OUT017,2802.159572614859
NCU18,OUT049,2210.5744359525233
FDY33,OUT018,2154.6578001895614
FDC15,OUT027,2118.237942515083
FDU01,OUT049,3137.980943527302
NCU42,OUT046,2877.203951623622
NCV29,OUT018,2807.7317655433544
NCY30,OUT017,2853.751929095062
FDQ46,OUT049,1578.940153793792
FDG58,OUT027,2471.3818448502316
FDK33,OUT017,3408.8921247794497
NCD07,OUT045,1802.830245837893
NCX29,OUT027,2314.0609754573525
NCT42,OUT013,2676.8194870311345
DRN59,OUT035,613.012795428207
FDI44,OUT035,960.494547542592
FDA45,OUT049,2297.7015696725357
FDP31,OUT045,471.7247948531549
FDY01,OUT046,1328.30372701769
FDT09,OUT018,2136.1814482646405
DRH03,OUT027,1941.6012566105383
FDA36,OUT018,3060.423256786653
NCF31,OUT017,2339.1346488596682
FDG14,OUT049,2423.9084699235573
FDG28,OUT027,4073.1730924462754
FDU14,OUT049,3989.2954660493306
FDY47,OUT019,2076.383462598078
FDI56,OUT049,1287.7901827060487
DRD01,OUT013,1041.447919360864
FDM22,OUT046,1145.48383645379
FDH33,OUT013,540.7357453155964
DRZ24,OUT013,1942.556558088123
NCQ38,OUT046,1857.9934083596345
FDO16,OUT027,1704.9454239297374
FDU07,OUT027,2521.6713151299155
NCB07,OUT013,3082.789342048898
FDU48,OUT045,2004.260032743572
NCM43,OUT045,2707.70700544156
FDR31,OUT010,2200.8607366822216
DRK49,OUT018,601.5992621936894
NCI30,OUT010,3614.3539350680185
DRD60,OUT017,2801.4876485180102
NCG19,OUT046,3258.028408567505
FDH12,OUT035,1473.2900675189667
FDM32,OUT035,1493.655043574723
FDM27,OUT035,1921.8215304713594
NCU53,OUT027,3050.1625111866233
NCQ18,OUT046,1215.0322390712063
FDS10,OUT013,3034.2934012057267
FDB33,OUT027,2853.8292140992453
FDI12,OUT013,1338.963922704159
NCW42,OUT013,3595.513778660843
NCC06,OUT018,1981.4251042285177
FDW02,OUT017,1998.5532856589962
NCD43,OUT017,1737.0864883441354
FDM57,OUT018,1088.463753237389
FDA58,OUT017,3405.0479971956265
FDK56,OUT046,2616.5718175842158
FDP52,OUT045,3804.1012589531892
FDW20,OUT018,1911.446941463535
FDS52,OUT049,1833.949673536772
NCT29,OUT018,1712.013951659388
NCL54,OUT013,2817.419853653377
FDC05,OUT045,2873.3603223595346
FDF34,OUT035,3230.143636232173
FDP03,OUT027,2128.336949922639
FDD32,OUT010,1242.8274930956104
FDZ10,OUT045,2189.262391928627
FDZ40,OUT035,885.0605241292069
FDD51,OUT018,278.02814218025014
NCY30,OUT019,3059.9011493214493
FDP58,OUT017,2956.1698189837225
FDV49,OUT017,4185.289949294765
FDY24,OUT019,219.9114337052124
NCO55,OUT017,1417.5139919298272
FDR13,OUT017,1866.0946745853944
FDS51,OUT017,977.0896388114634
FDP26,OUT045,1257.6514904693358
NCB54,OUT027,2253.422079974567
FDF32,OUT017,2906.6721007670603
FDN31,OUT018,2761.05562554087
DRM48,OUT017,193.30215248970853
FDN20,OUT049,2751.798825956019
DRL01,OUT046,3899.2351329057965
FDV56,OUT049,1862.5967370878498
DRH13,OUT027,2035.5737358736587
FDA03,OUT017,2192.4733206459314
FDF47,OUT027,3517.0710686174934
FDX32,OUT046,2117.3837178406866
FDX57,OUT049,1535.1129201255862
NCA30,OUT045,2580.42774459859
FDO49,OUT013,1065.6564997739079
FDL04,OUT019,1214.7983595845835
DRM48,OUT035,256.19241643297937
FDR16,OUT013,3313.4091516910958
NCC19,OUT018,2735.3675147487593
NCE42,OUT045,3809.1720904411814
FDY24,OUT017,453.281392967765
FDH19,OUT049,2820.8148795042252
FDJ46,OUT013,2947.9181746320464
FDN45,OUT010,2856.00514505474
FDY08,OUT035,1630.0816306603738
FDZ37,OUT035,1489.8979455395565
NCT30,OUT045,623.3612257550558
DRY23,OUT018,308.47185761032233
NCZ30,OUT018,1948.5199444686332
FDC44,OUT018,1099.4775755402407
FDB45,OUT035,1690.5875791497383
FDY04,OUT013,2761.397627547358
FDM27,OUT046,2779.9248331163
FDZ43,OUT017,3676.7543295303076
FDT39,OUT019,2736.790808005011
NCC06,OUT019,2225.9827024141414
FDL15,OUT027,2648.941574293105
FDL57,OUT017,3861.6984017141804
FDU08,OUT046,1727.7540735095645
FDK40,OUT017,4216.914472996417
FDQ12,OUT010,3592.3526862002545
FDS48,OUT017,2379.2868532229004
FDP09,OUT045,3345.5764277492817
FDW21,OUT049,1830.8743562517047
FDY25,OUT035,2878.7137900520975
DRE13,OUT017,1405.3505687849974
FDV43,OUT019,517.6695226856937
FDD22,OUT045,1535.8641735286365
FDM46,OUT019,638.9447510548816
NCO30,OUT010,3012.770764792036
FDM25,OUT046,2746.7904692357624
NCN41,OUT049,1925.9400357957566
FDU24,OUT045,1082.322592854518
FDZ50,OUT046,2807.209789245335
FDP45,OUT013,4205.080838978643
NCM54,OUT045,1937.8694476702767
FDW10,OUT019,2638.3321631042236
FDP20,OUT017,1907.1523125260537
FDK32,OUT046,2413.131805045694
FDN52,OUT049,1060.3643191854717
FDM58,OUT045,1938.1256207768747
FDZ46,OUT027,1879.8053099076424
NCA18,OUT018,1720.9548572929561
FDD35,OUT046,2085.095561468428
NCK31,OUT035,860.4563642127796
FDI40,OUT027,1464.29743587361
FDT50,OUT019,1128.663721777266
NCT06,OUT046,2668.8849549804872
FDT31,OUT035,3037.6326716879594
FDT45,OUT049,819.4981659020741
FDT13,OUT045,3053.43216912117
FDO50,OUT045,1272.9138275616388
NCU18,OUT010,2044.7294023558134
NCR54,OUT049,2883.8658469506154
NCO18,OUT018,2801.0857853708294
FDU09,OUT045,832.9873376729629
FDT13,OUT018,2963.4803447309387
FDE09,OUT046,1973.6052746235364
NCK53,OUT019,1741.55617749448
FDG45,OUT049,3626.647414678173
DRH15,OUT035,427.96870597244197
FDO21,OUT019,3882.6035186100853
FDD14,OUT027,2572.0681468983094
FDC09,OUT046,1765.2812107570207
FDH45,OUT027,659.9250809776713
FDV32,OUT046,938.2652225295897
FDG12,OUT035,2066.7665202283715
FDS32,OUT013,2459.3631545201097
NCL55,OUT018,3763.9448740667067
DRE01,OUT035,3261.470911560991
DRE15,OUT049,1386.8109982688802
NCL42,OUT045,3866.8256342749883
FDP31,OUT013,653.0388427305625
FDN33,OUT018,1068.9577243057538
FDZ59,OUT046,2434.326640067051
FDE45,OUT010,2764.4965037773254
FDJ07,OUT013,2248.8543447135453
FDQ45,OUT018,2981.3854530253557
FDM33,OUT027,3488.4011133640124
FDO15,OUT010,1376.4019165173013
FDM46,OUT013,1184.3253174985948
FDR03,OUT045,3383.3726169145993
FDY49,OUT018,2650.162751485819
FDQ60,OUT045,1623.83837165773
FDW10,OUT049,2970.7525638264487
FDO51,OUT049,808.8876807264533
FDJ40,OUT018,1599.7509637073235
FDS20,OUT018,2754.7569515877294
FDU45,OUT013,2012.0913134426628
FDV02,OUT035,2548.3167635131795
FDN09,OUT046,3913.918713526382
NCM55,OUT027,3075.6799245435795
FDN23,OUT018,2082.3038778653245
FDY31,OUT010,2257.554421419929
FDW03,OUT010,1800.8297587573034
FDD14,OUT046,2345.0480500640006
FDV23,OUT017,1649.5521534162071
DRI03,OUT045,2907.188589103356
FDN13,OUT035,1028.2734050493455
FDF45,OUT027,1339.509554306951
FDU46,OUT035,1529.4109886368715
FDB57,OUT049,3613.096998033954
FDV12,OUT049,1801.8316236022074
FDQ58,OUT013,2755.6176817351734
NCA18,OUT017,1729.2452566236498
FDH52,OUT049,1245.3008396903024
FDM24,OUT018,2153.2404458435667
NCP43,OUT027,3152.7762445900516
NCO18,OUT019,3021.362679048736
FDM32,OUT017,1444.1445059950674
NCL07,OUT017,602.0569570270673
FDK03,OUT013,4054.3730145996306
FDP59,OUT017,1451.7125242573202
FDQ24,OUT049,4166.699606627586
FDQ16,OUT018,1612.7950547831679
FDU44,OUT013,2681.0874952330123
FDH28,OUT010,32.84857088192075
FDV28,OUT019,-250.35258971290386
FDM22,OUT045,870.6570327647823
FDR56,OUT046,2885.6679610509236
FDV39,OUT049,3318.2233306197195
FDU37,OUT019,888.3842310557375
FDQ11,OUT010,4329.143623565473
FDX02,OUT045,3440.795110586161
NCS42,OUT018,1285.6635396258498
FDY57,OUT027,1392.3778463945964
FDB21,OUT049,3402.482794329837
FDE28,OUT017,3163.3981101792415
FDQ55,OUT017,1863.3647183913563
FDA48,OUT049,3227.5333073754846
FDZ19,OUT045,2562.6846038846925
NCC43,OUT045,3779.0564062114718
NCV18,OUT046,1132.6795448517514
NCA42,OUT018,2519.0001497486483
FDY45,OUT046,4153.6844499134895
NCC30,OUT045,2872.9744794716316
FDM57,OUT013,1429.4385136475248
FDL09,OUT010,1875.9407572289783
FDB09,OUT027,2151.110046761223
FDT44,OUT035,1567.0054432572797
NCT06,OUT027,2851.9531729142473
FDX26,OUT049,2704.554119677967
FDK32,OUT013,2581.7379671071467
DRA12,OUT046,2349.0193798232976
FDO46,OUT010,3127.07099582666
FDE52,OUT013,1664.5820092648828
NCH42,OUT045,3690.7965102874878
FDV08,OUT035,757.977864133918
FDB47,OUT018,3119.1933843435254
FDC28,OUT010,1619.0584868897313
FDD22,OUT046,1636.6107736993144
FDS07,OUT027,1810.766793148683
DRI13,OUT045,3508.498058385572
FDG32,OUT018,2771.798253279627
FDU14,OUT017,3880.4655012050607
FDD28,OUT019,955.8756164236584
NCP41,OUT017,1773.7159132247543
FDS08,OUT049,2784.1341806216806
FDX47,OUT045,2566.2518570139473
FDC53,OUT019,1959.3442621038557
FDQ19,OUT035,3932.445315370951
FDL14,OUT045,2527.2285090131154
FDM33,OUT019,3219.0870223607126
FDA51,OUT045,1275.0687848950147
FDZ27,OUT018,840.4590572381676
FDT04,OUT046,429.27990851106733
DRC13,OUT049,2095.8022876390205
FDR16,OUT027,3340.720498112776
FDQ03,OUT027,3798.4280606169123
FDE38,OUT035,2654.1794436512755
DRH23,OUT027,583.4914921196832
FDT11,OUT019,3160.184746598741
FDD09,OUT035,2904.755543807434
FDR40,OUT045,1528.4194772396295
FDX07,OUT017,2882.976174407613
FDR07,OUT035,1312.9376122265057
FDA51,OUT017,1219.3883364716748
FDT59,OUT019,3931.0504738894997
FDF20,OUT017,3053.5444107021176
FDR13,OUT045,1907.0428044887085
FDY26,OUT049,3368.102127917191
FDW04,OUT017,1944.529712614618
FDK52,OUT017,3309.824868774489
FDN60,OUT049,2277.4324249526035
FDM09,OUT019,2447.6005597280273
FDP46,OUT049,1287.182414008712
FDB50,OUT019,478.2718964533997
NCQ29,OUT049,3842.1308915464506
FDP16,OUT027,4116.1302036738525
FDX33,OUT018,2134.029396366499
FDP07,OUT010,3302.8311774617287
FDN22,OUT046,3556.717145940216
FDF39,OUT049,4343.710035213946
FDS21,OUT017,970.8273198450806
NCM42,OUT013,2017.102595611159
FDK50,OUT019,2789.166023756403
DRF13,OUT027,2621.5208965035345
FDH35,OUT018,2386.0019551860205
FDP60,OUT018,1404.202344793397
DRJ49,OUT027,2430.669940953281
NCT42,OUT019,2580.117346629231
FDE38,OUT049,2720.855838920772
FDI04,OUT049,3034.750501590668
NCH54,OUT045,2358.899861884849
FDT56,OUT049,645.0407286078444
DRD15,OUT018,3514.418684219814
FDV58,OUT013,3413.9861890602733
FDP21,OUT049,3104.4019386052314
FDH05,OUT013,3648.0745841322823
FDR10,OUT027,2938.808024203212
NCP06,OUT045,2337.1358950025133
FDF33,OUT049,1860.9497841287703
DRK37,OUT013,3419.639536372317
DRH49,OUT045,1503.1520267341293
FDT58,OUT013,2681.1775281083974
FDD41,OUT018,1398.019669456491
FDP40,OUT018,1745.6901341337143
FDM51,OUT027,1931.7037861319259
FDO45,OUT010,1341.0120984514178
FDW33,OUT010,1213.1056597625648
FDY24,OUT045,1118.0386855299948
FDB10,OUT010,3498.4497361343892
FDM40,OUT035,1703.0031148919406
NCI06,OUT017,2774.4172548226124
FDW12,OUT019,2420.405747587658
FDX48,OUT027,2708.671469854242
NCW05,OUT027,1465.3503801763582
FDX27,OUT017,1078.4858724648002
DRM37,OUT045,2871.223156069289
FDA38,OUT045,3926.5496892753363
FDR36,OUT046,404.7953320256747
FDZ45,OUT046,3090.062904238108
FDG05,OUT017,2243.250697636602
FDK28,OUT013,4215.183489906143
FDV47,OUT045,1295.2729982339333
FDN21,OUT045,2351.562832413616
FDP20,OUT027,2241.4669741538855
FDI35,OUT045,2871.429869922922
DRY23,OUT013,634.566443773896
FDA56,OUT017,2056.1940922894028
FDB09,OUT013,2077.133230035146
NCO26,OUT027,1946.8598499635227
FDQ49,OUT018,2354.9321183952234
FDI52,OUT027,1900.331760954592
FDZ44,OUT027,2120.9385616472755
FDZ09,OUT018,2193.362269097368
FDY03,OUT049,1661.5587961959027
NCG42,OUT017,1962.8450606594452
DRI13,OUT027,3774.835590708175
FDQ32,OUT013,2154.7927559717973
FDW16,OUT035,1406.2532313202973
FDU27,OUT046,219.24960985622602
FDR28,OUT010,2622.3603682020293
FDQ49,OUT010,2411.651308138513
FDS37,OUT046,1994.5088669378165
FDW26,OUT018,3093.019542795406
FDX12,OUT018,3747.22952883795
NCP06,OUT013,2563.72348210961
FDW45,OUT010,2224.315167290679
NCN30,OUT049,1647.066701928732
FDN24,OUT049,575.5124790150549
NCL41,OUT027,785.0167392478324
FDR02,OUT019,1995.683141562382
FDD09,OUT010,2940.120860210922
FDS33,OUT010,1668.9990905843551
FDU22,OUT045,1673.9087453779684
FDI53,OUT013,2370.180143643658
DRH01,OUT049,2541.8524852004193
FDX32,OUT013,2200.273756180777
NCP30,OUT018,558.6203295519663
FDB60,OUT045,3177.5762276486967
FDB14,OUT049,1217.638042835697
NCP02,OUT035,935.9772194192592
FDJ10,OUT017,1804.9933158031854
FDG34,OUT046,2029.3183345887555
NCB18,OUT017,1302.9798232111098
FDM16,OUT049,1301.9703996092721
FDW25,OUT018,1318.531360804449
FDB35,OUT010,1220.008041003417
DRN11,OUT013,1960.3033395994207
FDF41,OUT019,3296.8570068985755
FDH16,OUT045,1378.7543631413282
NCQ50,OUT018,3259.844622329212
DRH23,OUT018,237.65661380031452
DRJ37,OUT013,2540.0390721743643
DRJ24,OUT027,2835.7342295018607
FDY16,OUT035,2614.400950436335
FDQ27,OUT045,1712.8917963102795
FDZ33,OUT045,2075.1768538239485
FDF29,OUT045,2174.373012810276
FDA08,OUT049,2594.449699300578
FDG31,OUT046,1317.3295676378693
FDE34,OUT019,3324.7435444143375
NCR30,OUT027,1292.613244792421
FDV33,OUT035,4125.842771510062
DRZ24,OUT018,2039.3753514431119
NCL54,OUT035,2535.548120862739
FDR12,OUT049,2826.2408359010005
NCC54,OUT046,3602.5868129325245
DRN59,OUT013,1136.9759801786022
FDX50,OUT019,1591.4696549113469
FDV31,OUT027,2766.297295440607
NCA29,OUT027,3036.844095239394
FDW60,OUT049,2995.130091139894
FDX08,OUT017,2904.4380442509864
DRD49,OUT013,3382.4704061835073
FDD33,OUT046,3416.8989837481677
FDW35,OUT013,1054.9474722342202
FDJ36,OUT017,1171.4400224556994
FDV51,OUT035,2630.3074418594806
FDW36,OUT046,1709.7475267300433
FDH35,OUT046,2572.038721324061
NCS30,OUT027,2086.5770797434743
FDN49,OUT017,159.05545102189353
FDL08,OUT018,3758.692591366249
FDI09,OUT013,3550.9500672574904
FDP19,OUT018,1370.632076251375
FDU21,OUT010,221.60945279050793
NCP41,OUT045,1812.8962770279431
FDY10,OUT013,1941.707188472159
FDP12,OUT018,508.8662738604471
NCN26,OUT049,1962.1726650399942
FDK44,OUT013,2582.2298928592027
FDC28,OUT049,1751.0639968658434
FDJ41,OUT027,4469.444466176999
NCT29,OUT035,1839.6367342501799
NCH42,OUT019,3738.175095329825
FDU60,OUT018,2426.8559118708363
FDS02,OUT045,2596.6006020478962
FDC51,OUT046,2185.17369642033
FDU03,OUT013,2836.344350400297
FDX39,OUT045,3300.1204244994697
NCY05,OUT010,433.43308591640744
NCL06,OUT027,4195.989373170189
FDD32,OUT035,1421.157603580792
NCN41,OUT045,1883.1114175202565
NCX53,OUT049,2368.4898461660414
FDU57,OUT019,2090.7025060601845
FDQ23,OUT046,1845.2727765700947
FDQ52,OUT045,3550.2291589668203
FDC14,OUT045,656.7123371230773
FDY09,OUT035,2830.6762908517157
FDQ28,OUT045,2389.351708150156
FDV25,OUT046,3580.9030498927714
FDJ07,OUT035,1981.239532200023
DRB25,OUT049,1612.636854087883
FDK52,OUT019,3352.583302197305
FDY52,OUT027,1413.9532690196356
FDB28,OUT046,2997.969161164263
FDT36,OUT035,261.57259352011533
FDV25,OUT017,3459.73183130534
NCN07,OUT027,2344.7621401971082
FDC57,OUT017,2886.2282107758256
FDQ03,OUT018,3460.553206288543
FDU23,OUT017,2673.3012658583757
NCX41,OUT035,3404.4526492792174
NCD06,OUT035,477.559292356902
FDW08,OUT045,1223.8472982082058
NCU29,OUT017,2337.649305563984
NCE06,OUT013,2573.0346997213564
FDV52,OUT010,1156.2522398213441
FDB02,OUT017,2802.2153169980593
NCR18,OUT045,786.4451826562254
FDK16,OUT049,1764.2032290492207
NCQ29,OUT010,3536.6105461267143
FDZ01,OUT019,2005.3783556399176
FDW27,OUT035,2008.4187240763822
FDD17,OUT018,3728.6481586013397
FDW39,OUT013,3059.6829100243594
DRH59,OUT045,1107.5116129640774
FDS52,OUT013,2018.9329582351893
FDU40,OUT027,3341.6108874300953
NCF54,OUT013,2900.242309528625
FDH46,OUT045,1679.3661743529265
NCP14,OUT049,1411.9778288516209
FDH50,OUT049,3148.4971541761297
DRF15,OUT010,2395.8092175839556
FDV27,OUT027,1646.2003220307524
NCJ06,OUT049,1945.68726939111
FDN02,OUT018,2982.6719208214963
FDQ51,OUT049,887.9175905062802
FDQ07,OUT017,3225.677010208812
FDS45,OUT049,1820.6616748838387
NCJ06,OUT045,1920.0779430240582
FDD36,OUT035,1930.9222573939187
FDY25,OUT045,2929.238173811762
FDU52,OUT046,2457.0207209974214
DRK47,OUT017,3441.1516687128533
NCL30,OUT017,1910.636585457698
